PMUL4398.json	USER	i need a place to dine in the center thats expensive	['restaurant, hotel']
PMUL4398.json	SYSTEM	I have several options for you; do you prefer African, Asian, or British food?	['restaurant, hotel']
PMUL4398.json	USER	Any sort of food would be fine, as long as it is a bit expensive. Could I get the phone number for your recommendation?	['restaurant, hotel']
PMUL4398.json	SYSTEM	There is an Afrian place named Bedouin in the centre. How does that sound?	['restaurant, hotel']
PMUL4398.json	USER	Sounds good, could I get that phone number? Also, could you recommend me an expensive hotel?	['restaurant, hotel']
PMUL4398.json	SYSTEM	Bedouin's phone is 01223367660. As far as hotels go, I recommend the University Arms Hotel in the center of town.	['restaurant, hotel']
PMUL4398.json	USER	Yes. Can you book it for me?	['restaurant, hotel']
PMUL4398.json	SYSTEM	Sure, when would you like that reservation?	['restaurant, hotel']
PMUL4398.json	USER	i want to book it for 2 people and 2 nights starting from saturday.	['restaurant, hotel']
PMUL4398.json	SYSTEM	Your booking was successful. Your reference number is FRGZWQL2 . May I help you further?	['restaurant, hotel']
PMUL4398.json	USER	That is all I need to know. Thanks, good bye.	['restaurant, hotel']
PMUL4398.json	SYSTEM	Thank you so much for Cambridge TownInfo centre. Have a great day!	['restaurant, hotel']
SNG1013.json	USER	Guten Tag, I am staying overnight in Cambridge and need a place to sleep. I need free parking and internet.	['hotel']
SNG1013.json	SYSTEM	I have 4 different options for you. I have two cheaper guesthouses and two expensive hotels. Do you have a preference?	['hotel']
SNG1013.json	USER	No, but I'd really like to be on the south end of the city. Do any of those fit the bill?	['hotel']
SNG1013.json	SYSTEM	Sure. Does price matter? We can narrow it down and find exactly what you need.	['hotel']
SNG1013.json	USER	No I don't care about the price. Which one do you recommend?	['hotel']
SNG1013.json	SYSTEM	I would recommend aylesbray lodge guest house. Would you like me to book that for you?	['hotel']
SNG1013.json	USER	Yes, book it for 4 people and 4 nights starting from tuesday.	['hotel']
SNG1013.json	SYSTEM	The booking was unsuccessful. would you like another day or a shorter stay?	['hotel']
SNG1013.json	USER	How about for 3 nights?	['hotel']
SNG1013.json	SYSTEM	Booked! Reference number is: 84ESP6F5	['hotel']
SNG1013.json	USER	Great. I am all set then. Have a nice day. Bye.	['hotel']
SNG1013.json	SYSTEM	Have a nice stay. Bye.	['hotel']
PMUL0121.json	USER	Hi there! Can you give me some info on Cityroomz?	['restaurant, hotel']
PMUL0121.json	SYSTEM	Cityroomz is located at Sleeperz Hotel, Station Road in the Centre area. It is a moderatley priced hotel with a 0 star rating. Would you like to book a room?	['restaurant, hotel']
PMUL0121.json	USER	Yes please. I need it for 7 people for 3 nights starting on tuesday.	['restaurant, hotel']
PMUL0121.json	SYSTEM	How many days would you like to book it for?	['restaurant, hotel']
PMUL0121.json	USER	I would like to book it for 3 nights beginning on Tuesday.	['restaurant, hotel']
PMUL0121.json	SYSTEM	Ok, Your rooms have been booked. Your reference number is CYJDAR7R . Is there anything else I can help you with today?	['restaurant, hotel']
PMUL0121.json	USER	Yeah, I need a restaurant in the west and with expensive pricing.	['restaurant, hotel']
PMUL0121.json	SYSTEM	There are 9 expensive restaurants in the west area. Do you prefer a certain type of food?	['restaurant, hotel']
PMUL0121.json	USER	No, I don't have a preference, but I need the phone number and postcode.	['restaurant, hotel']
PMUL0121.json	SYSTEM	I recommend Graffiti, the number is 01223277977 and the postcode is cb30lx. Would you like me to book a table for you?	['restaurant, hotel']
PMUL0121.json	USER	No, right now, I just need the infor. Thanks!	['restaurant, hotel']
PMUL0121.json	SYSTEM	Can I help you with anything else today?	['restaurant, hotel']
PMUL0121.json	USER	That is all. thanks	['restaurant, hotel']
PMUL0121.json	SYSTEM	Thank you for using our system.	['restaurant, hotel']
PMUL3484.json	USER	I am looking for a hotel named alyesbray lodge guest house.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	i have their info, what would you like to know?	['restaurant, taxi, hotel']
PMUL3484.json	USER	I would like to book a reservation for it. Can you help me with that?	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	I sure can. First, I will need to know when you want your stay to begin and how many days you'll be staying. Also, how many people will be staying?	['restaurant, taxi, hotel']
PMUL3484.json	USER	We will be arriving on Sunday and will stay for 5 nights.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	Can you tell me how many guests will be staying in the room?	['restaurant, taxi, hotel']
PMUL3484.json	USER	There will be 8 guests.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	Booking was successful. Your reference number is 4UFN3SWC . Will that be all for today?	['restaurant, taxi, hotel']
PMUL3484.json	USER	that is it thank you.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	You have a nice day then!	['restaurant, taxi, hotel']
PMUL3484.json	USER	Can you actually look up a restaurant for me as well?	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	sure thing what's the area and or name?	['restaurant, taxi, hotel']
PMUL3484.json	USER	It's a place called Don Pasquale Pizzeria.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	A very nice place in the centre. Need a reservation?	['restaurant, taxi, hotel']
PMUL3484.json	USER	Yes, I do. I'll need it booked for the same day, same people, and we'd like to eat at 19:00.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	Booking was successful. The table will be reserved for 15 minutes. Reference number is : GVM0PAM2 .	['restaurant, taxi, hotel']
PMUL3484.json	USER	Great. One more thing. Can you book a taxi between the two places? I'd like to arrive at the restaurant in time for my reservation.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	Contact number 07404031593. You are in a Red Skoda.	['restaurant, taxi, hotel']
PMUL3484.json	USER	Thank you so much that was all I needed.	['restaurant, taxi, hotel']
PMUL3484.json	SYSTEM	Alright, hope you enjoy the rest of your day.	['restaurant, taxi, hotel']
SNG0389.json	USER	i need a train on tuesday out of kings lynn	['train']
SNG0389.json	SYSTEM	What time of day would you like to leave?	['train']
SNG0389.json	USER	I want to leave on Tuesday.	['train']
SNG0389.json	SYSTEM	Do you have a time you'd like to leave?	['train']
SNG0389.json	USER	I'd like to leave after 9:30.	['train']
SNG0389.json	SYSTEM	Is that 9:30 AM or PM?	['train']
SNG0389.json	USER	Looking for a train Tuesday leaving kings lynn after 9:30 to go to cambridge.	['train']
SNG0389.json	SYSTEM	I'm sorry, I'm not seeing any trains for that time. Would you like to try another time or a different route?	['train']
SNG0389.json	USER	No, I'd like a train leaving after 09:30 departing from Kings Lynn and going to Cambridge. Please take another look?	['train']
